ANIO ,TRIMESTRE,DEPARTAMENTO,CIUDAD,DIVORCIOS
2018,III Trim,Atlantico,Demas Municipios,90
2018,III Trim,Bolivar,Cartagena,133
2018,III Trim,Bolivar,Demas Municipios,20
2018,III Trim,Boyaca,Tunja,31
2018,III Trim,Boyaca,Demas Municipios,120
2018,III Trim,Caldas,Manizales,109
2018,III Trim,Caldas,Demas Municipios,63
2018,III Trim,Caqueta,Florencia,28
2018,III Trim,Caqueta,Demas Municipios,8
2018,III Trim,Casanare,Yopal,13
2018,III Trim,Casanare,Demas Municipios,29
2018,III Trim,Cauca,Popayan,62
2018,III Trim,Cauca,Demas Municipios,38
2018,III Trim,Cesar,Valledupar,36
2018,III Trim,Cesar,Demas Municipios,27
2018,III Trim,Choco,Quibdo,7
2018,III Trim,Choco,Demas Municipios,5
2018,III Trim,Cordoba,Monteria,33
2018,III Trim,Cordoba,Demas Municipios,24
2018,III Trim,Cundinamarca,Bogota,1443
2018,III Trim,Cundinamarca,Demas Municipios,286
2018,III Trim,Guainia,Inirida,2
2018,III Trim,Guajira,Riohacha,11
2018,III Trim,Guajira,Demas Municipios,13
2018,III Trim,Guaviare,San Jose Del Guaviare,6
2018,III Trim,Huila,Neiva,108
2018,III Trim,Huila,Demas Municipios,46
2018,III Trim,Magdalena,Santa Marta,30
2018,III Trim,Magdalena,Demas Municipios,20
2018,III Trim,Meta,Villavicencio,22
2018,III Trim,Meta,Demas Municipios,30
2018,III Trim,Narinio,Pasto,104
2018,III Trim,Narinio,Demas Municipios,37
2018,III Trim,Norte De Santander,Cucuta,100
2018,III Trim,Norte De Santander,Demas Municipios,37
2018,III Trim,Putumayo,Mocoa,5
2018,III Trim,Putumayo,Demas Municipios,15
2018,III Trim,Quindio,Armenia,127
2018,III Trim,Quindio,Demas Municipios,70
2018,III Trim,Risaralda,Pereira,236
2018,III Trim,Risaralda,Demas Municipios,46
2018,III Trim,San Andres Y Providencia,San Andres Isla,8
2018,III Trim,San Andres Y Providencia,Demas Municipios,0
2018,III Trim,Santander,Bucaramanga,236
2018,III Trim,Santander,Demas Municipios,122
2018,III Trim,Sucre,Sincelejo,22
2018,III Trim,Sucre,Demas Municipios,16
2018,III Trim,Tolima,Ibague,94
2018,III Trim,Tolima,Demas Municipios,76
2018,III Trim,Valle,Cali,589
2018,III Trim,Valle,Demas Municipios,444
2018,III Trim,Vaupes,Mitu,0
2018,III Trim,Vichada,Puerto Carrenio,3
2018,III Trim,Vichada,Demas Municipios,1
2018,IV Trim,Amazonas,Leticia,0
2018,IV Trim,Antioquia,Medellin,450
2018,IV Trim,Antioquia,Demas Municipios,306
2018,IV Trim,Arauca,Arauca,7
2018,IV Trim,Arauca,Demas Municipios,13
2018,IV Trim,Atlantico,Barranquilla,248
2018,IV Trim,Atlantico,Demas Municipios,104
2018,IV Trim,Bolivar,Cartagena,113
2018,IV Trim,Bolivar,Demas Municipios,35
2018,IV Trim,Boyaca,Tunja,39
2018,IV Trim,Boyaca,Demas Municipios,101
2018,IV Trim,Caldas,Manizales,125
2018,IV Trim,Caldas,Demas Municipios,55
2018,IV Trim,Caqueta,Florencia,24
2018,IV Trim,Caqueta,Demas Municipios,11
2018,IV Trim,Casanare,Yopal,14
2018,IV Trim,Casanare,Demas Municipios,27
2018,IV Trim,Cauca,Popayan,64
2018,IV Trim,Cauca,Demas Municipios,42
2018,IV Trim,Cesar,Valledupar,35
2018,IV Trim,Cesar,Demas Municipios,34
2018,IV Trim,Choco,Quibdo,10
2018,IV Trim,Choco,Demas Municipios,0
2018,IV Trim,Cordoba,Monteria,28
2018,IV Trim,Cordoba,Demas Municipios,19
2018,IV Trim,Cundinamarca,Bogota,1551
2018,IV Trim,Cundinamarca,Demas Municipios,278
2018,IV Trim,Guainia,Inirida,0
2018,IV Trim,Guajira,Riohacha,3
2018,IV Trim,Guajira,Demas Municipios,16
2018,IV Trim,Guaviare,San Jose Del Guaviare,3
2018,IV Trim,Huila,Neiva,85
2018,IV Trim,Huila,Demas Municipios,67
2018,IV Trim,Magdalena,Santa Marta,24
2018,IV Trim,Magdalena,Demas Municipios,17
2018,IV Trim,Meta,Villavicencio,35
2018,IV Trim,Meta,Demas Municipios,29
2018,IV Trim,Narinio,Pasto,106
2018,IV Trim,Narinio,Demas Municipios,41
2018,IV Trim,Norte De Santander,Cucuta,112
2018,IV Trim,Norte De Santander,Demas Municipios,33
2018,IV Trim,Putumayo,Mocoa,5
2018,IV Trim,Putumayo,Demas Municipios,13
2018,IV Trim,Quindio,Armenia,143
2018,IV Trim,Quindio,Demas Municipios,81
2018,IV Trim,Risaralda,Pereira,298
2018,IV Trim,Risaralda,Demas Municipios,65
2018,IV Trim,San Andres Y Providencia,San Andres Isla,7
2018,IV Trim,San Andres Y Providencia,Demas Municipios,2
2018,IV Trim,Santander,Bucaramanga,285
2018,IV Trim,Santander,Demas Municipios,137
2018,IV Trim,Sucre,Sincelejo,38
2018,IV Trim,Sucre,Demas Municipios,20
2018,IV Trim,Tolima,Ibague,106
2018,IV Trim,Tolima,Demas Municipios,72
2018,IV Trim,Valle,Cali,546
2018,IV Trim,Valle,Demas Municipios,536
2018,IV Trim,Vaupes,Mitu,0
2018,IV Trim,Vichada,Puerto Carrenio,3
2018,IV Trim,Vichada,Demas Municipios,0
2019,I Trim,Amazonas,Leticia,0
2019,I Trim,Antioquia,Medellin,343
2019,I Trim,Antioquia,Demas Municipios,279
2019,I Trim,Arauca,Arauca,9
2019,I Trim,Arauca,Demas Municipios,7
2019,I Trim,Atlantico,Barranquilla,178
2019,I Trim,Atlantico,Demas Municipios,62
2019,I Trim,Bolivar,Cartagena,98
2019,I Trim,Bolivar,Demas Municipios,33
2019,I Trim,Boyaca,Tunja,20
2019,I Trim,Boyaca,Demas Municipios,83
2019,I Trim,Caldas,Manizales,147
2019,I Trim,Caldas,Demas Municipios,47
2019,I Trim,Caqueta,Florencia,35
2019,I Trim,Caqueta,Demas Municipios,7
2019,I Trim,Casanare,Yopal,15
2019,I Trim,Casanare,Demas Municipios,14
2019,I Trim,Cauca,Popayan,46
2019,I Trim,Cauca,Demas Municipios,35
2019,I Trim,Cesar,Valledupar,40
2019,I Trim,Cesar,Demas Municipios,33
2019,I Trim,Choco,Quibdo,8
2019,I Trim,Choco,Demas Municipios,2
2019,I Trim,Cordoba,Monteria,18
2019,I Trim,Cordoba,Demas Municipios,21
2019,I Trim,Cundinamarca,Bogota,1155
2019,I Trim,Cundinamarca,Demas Municipios,229
2019,I Trim,Guainia,Inirida,0
2019,I Trim,Guajira,Riohacha,3
2019,I Trim,Guajira,Demas Municipios,11
2019,I Trim,Guaviare,San Jose Del Guaviare,5
2019,I Trim,Huila,Neiva,82
2019,I Trim,Huila,Demas Municipios,43
2019,I Trim,Magdalena,Santa Marta,28
2019,I Trim,Magdalena,Demas Municipios,15
2019,I Trim,Meta,Villavicencio,23
2019,I Trim,Meta,Demas Municipios,19
2019,I Trim,Narinio,Pasto,81
2019,I Trim,Narinio,Demas Municipios,33
2019,I Trim,Norte De Santander,Cucuta,93
2019,I Trim,Norte De Santander,Demas Municipios,28
2019,I Trim,Putumayo,Mocoa,7
2019,I Trim,Putumayo,Demas Municipios,12
2019,I Trim,Quindio,Armenia,110
2019,I Trim,Quindio,Demas Municipios,67
2019,I Trim,Risaralda,Pereira,258
2019,I Trim,Risaralda,Demas Municipios,70
2019,I Trim,San Andres Y Providencia,San Andres Isla,8
2019,I Trim,San Andres Y Providencia,Demas Municipios,1
2019,I Trim,Santander,Bucaramanga,182
2019,I Trim,Santander,Demas Municipios,107
2019,I Trim,Sucre,Sincelejo,31
2019,I Trim,Sucre,Demas Municipios,17
2019,I Trim,Tolima,Ibague,77
2019,I Trim,Tolima,Demas Municipios,54
2019,I Trim,Valle,Cali,531
2019,I Trim,Valle,Demas Municipios,424
2019,I Trim,Vaupes,Mitu,0
2019,I Trim,Vichada,Puerto Carrenio,0
2019,I Trim,Vichada,Demas Municipios,1
2019,II Trim,Amazonas,Leticia,0
2019,II Trim,Antioquia,Medellin,393
2019,II Trim,Antioquia,Demas Municipios,282
2019,II Trim,Arauca,Arauca,4
2019,II Trim,Arauca,Demas Municipios,12
2019,II Trim,Atlantico,Barranquilla,221
2019,II Trim,Atlantico,Demas Municipios,63
2019,II Trim,Bolivar,Cartagena,123
2019,II Trim,Bolivar,Demas Municipios,13
2019,II Trim,Boyaca,Tunja,35
2019,II Trim,Boyaca,Demas Municipios,112
2019,II Trim,Caldas,Manizales,108
2019,II Trim,Caldas,Demas Municipios,45
2019,II Trim,Caqueta,Florencia,39
2019,II Trim,Caqueta,Demas Municipios,7
2019,II Trim,Casanare,Yopal,10
2019,II Trim,Casanare,Demas Municipios,21
2019,II Trim,Cauca,Popayan,58
2019,II Trim,Cauca,Demas Municipios,36
2019,II Trim,Cesar,Valledupar,23
2019,II Trim,Cesar,Demas Municipios,28
2019,II Trim,Choco,Quibdo,7
2019,II Trim,Choco,Demas Municipios,2
2019,II Trim,Cordoba,Monteria,27
2019,II Trim,Cordoba,Demas Municipios,15
2019,II Trim,Cundinamarca,Bogota,1389
2019,II Trim,Cundinamarca,Demas Municipios,251
2019,II Trim,Guainia,Inirida,0
2019,II Trim,Guajira,Riohacha,3
2019,II Trim,Guajira,Demas Municipios,7
2019,II Trim,Guaviare,San Jose Del Guaviare,3
2019,II Trim,Huila,Neiva,88
2019,II Trim,Huila,Demas Municipios,60
2019,II Trim,Magdalena,Santa Marta,22
2019,II Trim,Magdalena,Demas Municipios,3
2019,II Trim,Meta,Villavicencio,7
2019,II Trim,Meta,Demas Municipios,28
2019,II Trim,Narinio,Pasto,110
2019,II Trim,Narinio,Demas Municipios,44
2019,II Trim,Norte De Santander,Cucuta,109
2019,II Trim,Norte De Santander,Demas Municipios,24
2019,II Trim,Putumayo,Mocoa,10
2019,II Trim,Putumayo,Demas Municipios,10
2019,II Trim,Quindio,Armenia,132
2019,II Trim,Quindio,Demas Municipios,65
2019,II Trim,Risaralda,Pereira,241
2019,II Trim,Risaralda,Demas Municipios,54
2019,II Trim,San Andres Y Providencia,San Andres Isla,7
2019,II Trim,San Andres Y Providencia,Demas Municipios,0
2019,II Trim,Santander,Bucaramanga,210
2019,II Trim,Santander,Demas Municipios,120
2019,II Trim,Sucre,Sincelejo,34
2019,II Trim,Sucre,Demas Municipios,11
2019,II Trim,Tolima,Ibague,93
2019,II Trim,Tolima,Demas Municipios,78
2019,II Trim,Valle,Cali,503
2019,II Trim,Valle,Demas Municipios,458
2019,II Trim,Vaupes,Mitu,0
2019,II Trim,Vichada,Puerto Carrenio,0
2019,II Trim,Vichada,Demas Municipios,0
